id,target,task_a_label
934t,"Mit der Festlegung von konkreten Zielen und deren Priorisierung werden dann auch die Methoden und der Prozess zur Kontrolle mit in die Nachhaltigkeitsstrategie aufgenommen.context:['Eine Priorisierung von Zielen wurde noch nicht vorgenommen.', 'Dies ist mit der Formulierung der konkreten Nachhaltigkeitsstrategie vorgesehen.', 'Zur Konkretisierung im Finanzierungsgeschäft sind wir zudem auch noch auf technische Unterstützung unserer Verbände und Partner der [ORG] angewiesen.']",class3
935t,"Dieser kontrolliert die Umsetzung und Anwendung, sowie die Effektivität des Managementsystems und unterbreitet der Geschäftsführung Vorschläge für die Weiterentwicklung des Systems.context:['Die Geschäftsführung trägt die Gesamtverantwortung für Nachhaltigkeit in der [ORG]', 'Sie entscheidet über die Festlegung und Aktualisierung der betrieblichen Qualitäts- und Umweltpolitik, der Ziele und vertritt das Unternehmen gegenüber der Öffentlichkeit und den Behörden.', 'Die Geschäftsführer werden durch den Qualitäts- und Umweltmanagementbeauftragten beraten und unterstützt.']",class5
936t,"Dies sind die wesentlichen Dimensionen für den Bereich Nachhaltigkeit, an denen wir unser Handeln ausrichten.context:['Daran richten wir unsere Geschäftsstrategie aus.', 'Wir wollen den Menschen in der Region einen intakten Lebensraum bieten.', 'Dies betrifft den ökologischen, ökonomischen und sozialen Bereich.']",class2
937t,"Diese Innovationsprojekte fließen wiederrum in die Kundenkommunikation ein, wodurch weiterer Input erzeugt wird.context:['Unser systematischer Ansatz für Innovation im Bereich Nachhaltigkeit sieht so aus, dass wir regelmäßig den Markt nach neuen Technologien überwachen (z.B. auf Messen oder durch Studien).', 'Dabei entdeckte Trends werden aufgegriffen und in regelmäßigen Quartalsmeetings besprochen und bewertet.', 'Wenn eine Innovation positiv bewertet wird, werden Maßnahmen ergriffen, um in diesem Bereich Leistungen für unsere Kunden anbieten zu können (z.B. Weiterbildungsmaßnahmen, Gründung von Projektgruppen, Entwicklung von Prototypen).']",class10
939t,"Für 2020 ist eine Mitarbeiterumfrage zum Thema Arbeitssicherheit & Gesundheitsschutz geplant, um auch hier einen möglichst hohen Standard sicherzustellen und von den Mitarbeitern zu lernen.context:['Ergebnisse', 'Die Mitarbeiterbeteiligung und die Wahrung der Arbeitnehmerrechte sichert den Betriebsfrieden, eine fortlaufende Verbesserung der Prozesse und damit eine hohe Qualität, was sich u.a. in der Einsparung von Energie und der Vermeidung unnötiger Abfälle widerspiegelt.', 'Mitarbeiter beteiligen sich rege an Mitarbeiterumfragen und gestalten auch damit das Unternehmen mit.']",class14
941t,"Der Strom wird bereits zu 100 % aus erneuerbaren Energien bezogen.context:['Im Sinne einer zu entwickelnden Nachhaltigkeitsstrategie sind Ziele für die ökologischen Aspekte der Unternehmenstätigkeit sowie die Überprüfung der Zielerreichung zu erarbeiten.', 'Ein Ziel der [ORG] könnte lauten, ihren ökologischen Fußabdruck zu verkleinern.', 'Wichtigster Ansatzpunkt hierfür ist der Energieverbrauch.']",class12
942t,"Risiken hinsichtlich der Bekämpfung von Korruption und Bestechung können aus der Tiefe unserer Lieferkette entstehen.context:['Dieses Ziel konnten wir in 2021 erreichen.', 'In unseren Managementsystemen spielt eine gelebte Compliance-Kultur, in der Fehler kommuniziert werden können, eine große Rolle.', 'Damit wollen wir das Einhalten geltender Regeln auf allen Ebenen bei [ORG] fördern.']",class20
944t,"Mit diesem Leitbild ist konzernweit insbesondere ein Kommunikationsprozess gestartet worden, um dem formulierten Anspruch auch näher zu kommen.context:['Im Zuge des Transformationsprozesses unserer Hauptgeschäftsfelder ist die Kulturentwicklung des [ORG] eine mitentscheidende Stellgröße für unseren Erfolg.', 'Nach einer konzernweitenden Kulturanalyse sind Handlungsfelder identifiziert worden, die es anzugehen gilt, um den Transformationsprozess durch eine sich weiterentwickelnde Unternehmenskultur zu unterstützen.', 'Mit dem Leitbild für Führung und Zusammenarbeit hat sich der [ORG] im Jahr 2021 ein Zielbild und Grundregeln des Miteinanders und des gemeinsam erfolgreich sein gegeben.']",class6
945t,"Bei der Planung unserer Projekte berücksichtigen wir die Interessen aller betroffenen Anspruchsgruppen.context:['Ein kontinuierlicher Austausch mit unseren Anspruchsgruppen ist uns wichtig.', 'Daher führt die [ORG] regelmäßig öffentliche und interne Veranstaltungen durch, informiert ihre Stakeholder über für sie bedeutende Themen und bietet eine Plattform zum Dialog.', 'Neue Erkenntnisse werden umgehend im Rahmen der Planungsprozesse und im Abgleich mit unserer Geschäftsstrategie berücksichtigt.']",class9
946t,"Das hohe Engagement der Leitungskräfte und die geringe Fluktuation dort spiegelt die Angemessenheit der Vergütung und die große Zufriedenheit dieser Personen mit der Vergütungspolitik wieder.context:['Die Mitglieder des Aufsichtsrats erhalten eine pauschale Aufwandserstattung, die von der Vertreterversammlung (Hauptversammlung) als zustimmendes Organ für das gesamte Gremium festgelegt wird.', 'Die Vergütungspolitik für die erste (Vorstand) und zweite (Prokuristen/Abteilungsleiter) Führungsebene ist seit mehreren Jahrzenten unverändert an den Vergütungstarifvertrag für die Beschäftigten der Immobilienwirtschaft gekoppelt.', 'Erfolgsbeteiligungen am Unternehmensergebnis werden nicht gewährt.']",class8
947t,"Während der Dauer der Bau- oder Projektmaßnahmen steht der Projektleiter in ständigem Austausch mit dem Auftragnehmer.context:['AUFTRAGNEHMER', 'Zu den Auftragnehmern der [ORG] gehören ganz überwiegend lokale und regionale Handwerker und Bauunternehmen.', 'Der Prozess von der Angebotsaufforderung bis zur Auftragserteilung oder Absage entspricht den üblichen Vergabevorschriften.']",class9
948t,"Beide Vereine vertreten zentral die Interessen der Versicherungsbranche.context:['[ORG] betreibt kein eigenes Lobbying und hat im Berichtszeitraum keine Spenden an politische Parteien und deren Gleiderungen getätigt.', 'Des Weiteren hat [ORG] im Berichtsjahr 2019 politischen Parteien oder deren Gliederungen keine Sachzuwendungen zukommen lassen.', '[ORG] ist Mitglied im [ORG] und im [ORG].']",class19
949t,"Dieser Maßnahmenplan wurde im Nachgang vom Vorstand verabschiedet.context:['Der Arbeitskreis Nachhaltigkeit tagt in der Regel zweimal pro Jahr, so auch 2019.', 'Dabei haben wir uns jeweils einen Überblick über die aktuellen Entwicklungen des EU-Aktionsplans sowie die Aktivitäten der BaFin verschafft.', 'In der ersten Sitzung haben wir zudem den Nachhaltigkeits-Kompass durchgeführt und einen Maßnahmenplan abgeleitet.']",class5
951t,"Als [ORG] engagieren wir uns umfassend für das Gelingen der Energiewende in der Region.context:['Für Kunden bietet der Klima-Sparkassenbrief die Chance, nachhaltige Entwicklungsziele in der Region mit der eigenen Geldanlage zu verbinden - dies vor dem Hintergrund, dass für den Klimaschutz große Investitionsanstrengungen erforderlich sind.', 'Die Mittelverwendung wird dokumentiert.', 'Mit einer Auswahl an nachhaltigen Fonds der [ORG] sowie der Landesbanken bietet die [ORG] darüber hinaus eine Produktalternative für Kunden an, die ihr Geld in sozial und ökologisch besonders verantwortlich handelnde Unternehmen und Institutionen investieren möchten.']",class10
953t,"In der vorliegenden DNK-Erklärung für das Geschäftsjahr 2021 können wir noch keinen darlegen.context:['Die Bilanzierung und Reduzierung unserer THG-Emissionen ist Bestandteil unseres Umweltmanagementsystems und wird über das gruppenweite Nachhaltigkeitsmanagement überwacht.', 'Aktuell sind wir dabei, die THG-Bilanzierung in der [ORG] neu zu strukturieren und Prozesse zu verankern, dies geschieht im Zusammenhang kommender Berichtspflichten.', 'In der nächsten DNK-Erklärung werden wir einen weiterentwickelten Corporate Carbon Footprint veröffentlichen.']",class13
954t,"Beim Sponsoring berücksichtigen wir die ökonomischen Interessen unserer Versicherungsnehmer und das ehrenamtliche Engagement unserer Mitarbeiter.context:['Handlungsfeld: Gemeinnütziges gesellschaftliches Engagement', 'Eine der wichtigsten Voraussetzungen für Chancengerechtigkeit und Zukunftssicherung unserer Gesellschaft ist ein hoher Bildungsstand, dessen Grundlagen so früh wie möglich gelegt werden sollten.', 'Über die Förderung der Versicherungswissenschaft und der Berufsbildung in unserer Branche hinaus konzentriert sich unser Sponsoring auf junge Menschen in unserer Region in den Bereichen Bildung, Kultur, Sport und Soziales.']",class1
955t,"Unser Klimaengagement haben wir durch ein unabhängiges Institut zertifizieren lassen und sind somit einer der wenigen Hersteller von Betonsteinwaren in Deutschland, der seine Produkte zertifiziert klimaneutral produziert.context:['Die strategischen Zielvorgaben werden jährlich von der Geschäftsleitung und dem Energiemanagementbeauftragten definiert.', 'Die jährliche Erstellung und Berichterstattung des Corporate Carbon Footprint dient [ORG] als Ausgangspunkt für das Monitoring und der Reduktion von Treibhausgasemissionen.', 'Deshalb verpflichten wir uns dem nachhaltigen und ressourcenschonenden Wirtschaften seit vielen Jahren und sind seit 2015 als klimaneutrales Unternehmen zertifiziert.']",class13
956t,"Zu gesundheitlichen Maßnahmen haben wir bereits ausführlich unter Kriterium 14 berichtet.context:['Wir möchten außerdem für Frauen bessere Voraussetzungen schaffen, um ihren Karriereweg mit den Anforderungen des Familienlebens in Einklang zu bringen.', 'Ebenso wollen wir männliche Mitarbeiter ermutigen, Zeit mit der Familie zu verbringen.', 'Auch die Pflege von Angehörigen fördern wir mit spezifischen Maßnahmen.']",class15
958t,"Zusätzlich teilen wir diese in der Zusammenarbeit mit unseren Kooperationspartnern, um nachhaltigen Impact durch Gemeinschaftslösungen zu ermöglichen.context:['Um das jeweils beste und damit maßgeschneiderte Angebot bieten zu können, bilden wir z. B. themenspezifische Arbeitskreise (im Kernteam und mit Experten), um unsere Produkte auszuarbeiten und weiterzuentwickeln.', 'Ideen und Anstöße für die Weiterentwicklung erhalten wir z. B. über die Rücksprache mit unseren Kunden, aber auch über unser reges Engagement in Nachhaltigkeits-Netzwerken und Initiativen.', 'Die Erkenntnisse zu Innovationen und Nachhaltigkeit, die wir hieraus systematisch gewinnen, fließen in sämtliche Konzeptionen für unsere Produkte, Beratungen, Trainings und Coachings ein.']",class10
960t,"Durch die Zusammenarbeit mit einer Behinderteneinrichtung werden regelmäßig anfallende Aufgaben im Betrieb an Menschen mit erschwertem Zugang zum Arbeitsmarkt vergeben.context:['Soziales', 'Wir unterstützen jedes Jahr mehr als 20 soziale Projekte.', 'Diese umfassen Jugendzentren, Vesperkirchen und Tafelläden, Wärmestuben, Hospizeinrichtungen, Kinderkliniken und vieles mehr.']",class18
962t,"Mit der Einstellung der Verhaltensrichtlinien auf unserer Homepage machen wir die gelebte Compliance-Kultur öffentlichkeitswirksam.context:['Schriftlich festgelegte „Verhaltensrichtlinien der [ORG]“ greifen den Aspekt der Nachhaltigkeit auf und beschreiben die Compliance-Kultur der [ORG].', 'Die Verhaltensrichtlinien geben bei unserem Handeln Orientierung.', 'Sie stehen für Integrität, Sicherheit, Nachhaltigkeit und Respekt.']",class6
963t,"Die Vergütung erfolgt unabhängig von Geschlecht oder Teilzeitvertrag.context:['Für das betriebliche Eingliederungsmanagement nach langer (krankheitsbedingter) Abwesenheit besteht eine enge Verzahnung zwischen Gesundheitsmanagement, Personalbereich und Personalrat.', 'Hierüber werden für die Mitarbeitenden individuelle Lösungen zur Wiedereingliederung geschaffen und eine intensive persönliche Begleitung ermöglicht.', 'Für unsere Mitarbeitenden gilt der Tarifvertrag TVöD für [ORG].']",class15
964t,"Zum Beispiel setzen wir bei Umbau oder Neubau, sowie bei Ersatzbeschaffung ausschließlich LED-Beleuchtung in unseren [PRODUCT] und Filialen ein, um den Energieverbrauch nachhaltig zu reduzieren.context:['Dies wird durch den bewussten Einsatz von Ressourcen und durch energieeffizientes Wirtschaften erreicht.', 'Als wichtigste Emissionsquelle eines Finanzdienstleisters ist primär die Energie zu nennen.', 'Wir achten auf eine energetische Sanierung.']",class13
966t,"Gemäß Institutsvergütungsverordnung wird jährlich ein Angemessenheitsbericht erstellt und dem Verwaltungsrat zur Kenntnis gegeben.context:['Der Gesamtbetrag der variablen Vergütung orientiert sich an der Erreichung der geschäftsstrategischen Ziele der [ORG] sowie an erzielten Erlöskomponenten im Kundengeschäft.', 'Die Verteilung basiert auf klar definierten und im Rahmen einer Betriebsvereinbarung geregelten Kriterien.', 'Konkrete Nachhaltigkeitsziele sind bisher nicht Bestandteil der Vergütungspolitik.']",class8
967t,"Die Einhaltung der gesetzlichen Vorschriften und Verordnungen durch die [ORG] wird regelmäßig vom BaFin (Bundesaufsichtsamt für das Finanzwesen) geprüft.context:['Die [ORG] ist Mitglied des [ORG] ([ORG]).', 'Der [ORG] gehört wie die anderen regionalen [ORG] zu den Trägern des [ORG] ([ORG]).', 'Der [ORG] nimmt die Interessen der [ORG] in bankpolitischen, kreditwirtschaftlichen und aufsichtsrechtlichen Fragen gegenüber den Institutionen des Bundes und der Europäischen Union wahr.']",class19
970t,"Des Weiteren sind Berichtswege an Vorstand und Aufsichtsorgan implementiert, um regelmäßig und gegebenenfalls anlassbezogen über Risiken sowie die Ergebnisse der Überwachungshandlungen zu berichten.context:['Das Compliance-Konzept ist präventiv ausgerichtet.', 'Es umfasst auch interne Kontrollmaßnahmen, mit denen die umfassenden organisatorischen Vorkehrungen der Bank auf ihre Wirksamkeit hin überprüft und die Einhaltung der gesetzlichen, aufsichtsrechtlichen und bankinternen Anforderungen überwacht werden.', 'Hierzu leiten wir auf Basis von Risikoanalysen regelmäßig und gegebenenfalls anlassbezogen Überwachungshandlungen ab, welche systematisch in Überwachungsplänen dokumentiert werden.']",class20
976t,"Bei Fragen und Anregungen, stehen die entsprechenden Betriebs-beauftragten als Ansprechpartner zur Beratung und Unterstützung zur Verfügung.context:['Das Energie- und Umweltmanagementhandbuch und die dazugehörigen Managementdokumente werden vom Umweltmanagementbeauftragten verwaltet.', 'Abfall- und Gefahrstoffinformationen werden von den jeweiligen Betriebsbeauftragten für alle Mitarbeitenden zugänglich zur Verfügung gestellt und bei Bedarf aktualisiert.', 'Neben diesen Dokumenten gibt es gesetzlich vorgeschriebene Umweltdokumente und -aufzeichnungen wie z. B. Sicherheitsdatenblätter und Betriebsanweisungen für Gefahrstoffe oder das Abfallregister, die von den jeweiligen Betriebsbeauftragten geführt werden.']",class6
978t,"Eine Maßnahme ist z.B. das Mentoring-Programm für Ärztinnen unter der Schirmherrschaft der Vorsitzenden der Geschäftsführung.context:['Eine Gleichstellungskonferenz findet einmal jährlich im Rahmen einer Führungskräftekonferenz statt.', 'Der Frauenförderplan legt konkrete Zielquoten für Frauen in „unterrepräsentierten Bereichen“ fest, wie z.B. in der IT oder chefärztlichen Positionen.', 'Beispielsweise wird bis 2022 eine Zielquote an Chefärztinnen von mindestens 25%, von Oberärztinnen von mindestens 50% angestrebt.']",class15
980t,"Auf der Grundlage der geltenden tariflichen Bestimmungen werden Männer und Frauen in der [ORG] für gleiche Tätigkeiten gleich vergütet.context:['Wir erfüllen die Anforderungen des Allgemeinen Gleichstellungsgesetzes umfassend.', 'Im vergangenen Jahr wurden 3 Eingaben bei der Gleichstellungsbeauftragten gemacht.', 'Dabei konnte in allen Fällen eine Klärung des Sachverhalts erfolgen.']",class15
984t,"Auf unserer Internetseite sind die geforderten Angaben im „Offenlegungsbericht nach Art. 450 CRR (Vergütungsbericht)“, auch nach Maßgaben der IVV und CRD IV als generelle Umsetzung von Basel III in europäisches Recht, umfänglich dokumentiert und somit öffentlich transparent gemacht.context:['Von der [ORG] wurde die [ORG] als potenziell systemgefährdendes Institut eingestuft.', 'Sie gilt in Folge dessen als „bedeutendes Institut“ im Sinne der IVV.', 'Unseren Offenlegungspflichten gemäß Paragraph 16 IVV in Verbindung mit Art. 450 CRR kommen wir jährlich umfänglich nach.']",class8
